JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2417815.4650,7.89,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 158.  HARVARD PHOTOMETRY.,,,Z,,,,RR LYR,AAVSO,STD,,1926JO......9..158V,PKV,
2417815.5900,8.18,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 158.  HARVARD PHOTOMETRY.,,,Z,,,,RR LYR,AAVSO,STD,,1926JO......9..158V,PKV,
2417816.4960,7.36,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 158.  HARVARD PHOTOMETRY.,,,Z,,,,RR LYR,AAVSO,STD,,1926JO......9..158V,PKV,
2417823.3360,7.74,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 158.  HARVARD PHOTOMETRY.,,,Z,,,,RR LYR,AAVSO,STD,,1926JO......9..158V,PKV,
2417823.4040,7.53,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 158.  HARVARD PHOTOMETRY.,,,Z,,,,RR LYR,AAVSO,STD,,1926JO......9..158V,PKV,
2417823.5030,7.87,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 158.  HARVARD PHOTOMETRY.,,,Z,,,,RR LYR,AAVSO,STD,,1926JO......9..158V,PKV,
2417827.3790,7.72,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 158.  HARVARD PHOTOMETRY.,,,Z,,,,RR LYR,AAVSO,STD,,1926JO......9..158V,PKV,
2417827.4110,7.81,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 158.  HARVARD PHOTOMETRY.,,,Z,,,,RR LYR,AAVSO,STD,,1926JO......9..158V,PKV,
2417828.3700,7.42,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 158.  HARVARD PHOTOMETRY.,,,Z,,,,RR LYR,AAVSO,STD,,1926JO......9..158V,PKV,
2417828.5530,7.87,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 158.  HARVARD PHOTOMETRY.,,,Z,,,,RR LYR,AAVSO,STD,,1926JO......9..158V,PKV,
2417829.3240,7.78,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 158.  HARVARD PHOTOMETRY.,,,Z,,,,RR LYR,AAVSO,STD,,1926JO......9..158V,PKV,
2417829.4430,7.36,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 158.  HARVARD PHOTOMETRY.,,,Z,,,,RR LYR,AAVSO,STD,,1926JO......9..158V,PKV,
2417830.4210,7.90,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 158.  HARVARD PHOTOMETRY.,,,Z,,,,RR LYR,AAVSO,STD,,1926JO......9..158V,PKV,
2417830.4930,8.19,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 158.  HARVARD PHOTOMETRY.,,,Z,,,,RR LYR,AAVSO,STD,,1926JO......9..158V,PKV,
2417831.3800,7.81,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 158.  HARVARD PHOTOMETRY.,,,Z,,,,RR LYR,AAVSO,STD,,1926JO......9..158V,PKV,
2417831.4860,7.87,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 158.  HARVARD PHOTOMETRY.,,,Z,,,,RR LYR,AAVSO,STD,,1926JO......9..158V,PKV,
2417833.3990,7.29,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 158.  HARVARD PHOTOMETRY.,,,Z,,,,RR LYR,AAVSO,STD,,1926JO......9..158V,PKV,
2417837.3380,7.50,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 158.  HARVARD PHOTOMETRY.,,,Z,,,,RR LYR,AAVSO,STD,,1926JO......9..158V,PKV,
